produto,quantidade_produzida_kgs,valor_venda_medio,receita_total,custo_kg
arroz,68.4,5.16,352.91,2.05
melancia,94.72,17.13,1622.86,13.99
abacaxi,9.93,14.14,140.5,5.94
milho,8.08,24.09,194.65,7.7
feijão,158.6,12.97,2056.3,9.3
melancia,120.78,16.74,2021.34,13.79
abobrinha,58.12,22.19,1289.47,20.77
abacaxi,106.08,17.12,1816.54,14.27
tomate,166.67,10.47,1744.58,8.37
melancia,50.77,7.14,362.41,3.36
morango,48.63,8.34,405.31,3.73
trigo,63.93,10.0,639.2,5.08
soja,39.07,16.59,647.99,14.83
tomate,141.78,17.92,2540.28,3.56
melancia,175.35,15.59,2733.17,10.03
alface,131.5,10.91,1435.21,6.38
cenoura,179.01,12.25,2192.16,4.19
abobrinha,98.94,6.23,616.58,2.48
pimentão,161.84,10.39,1681.94,9.49
abacaxi,30.44,10.98,334.32,10.04
soja,151.76,24.39,3701.45,12.93
melão,13.87,23.01,319.0,9.76
batata,118.82,13.26,1575.46,10.15
morango,84.42,9.06,764.6,2.07
batata,81.22,17.51,1422.48,2.89
soja,52.67,19.17,1009.64,4.77
melancia,103.92,7.5,779.37,3.16
batata,131.19,16.85,2211.07,15.85
trigo,73.66,17.52,1290.27,11.07
alface,151.09,23.9,3610.62,17.37
abacaxi,96.03,8.61,826.37,6.2
alface,187.49,5.12,960.31,2.03
feijão,137.2,11.5,1578.28,9.57
pimentão,174.27,6.81,1186.88,3.3
alface,49.99,23.08,1153.67,14.71
abobrinha,189.28,14.55,2754.45,5.76
pimentão,2.93,13.68,40.12,6.54
tomate,14.24,11.11,158.23,3.92
abobrinha,139.07,23.14,3218.13,3.14
soja,156.37,9.93,1552.91,2.26
cenoura,107.48,20.54,2208.14,5.98
soja,97.5,19.68,1918.77,15.51
soja,157.08,13.56,2130.23,10.71
feijão,91.38,24.9,2274.96,19.9
arroz,23.2,22.37,519.06,20.96
abacaxi,117.91,18.83,2220.59,18.01
pimentão,24.45,14.39,351.84,11.22
soja,119.74,21.86,2617.21,7.09
soja,179.72,10.54,1893.98,9.86
soja,186.82,14.54,2715.58,6.81
pimentão,199.76,23.0,4593.7,13.29
morango,164.72,23.44,3861.9,19.99
feijão,176.97,14.0,2477.61,4.82
abacaxi,130.03,23.81,3095.67,18.94
melancia,168.75,16.33,2754.92,13.09
melancia,121.66,12.32,1498.67,7.22
abacaxi,20.23,13.92,281.51,12.0
batata,73.16,6.71,491.11,3.16
abacaxi,7.44,24.3,180.94,2.06
alface,10.43,8.8,91.83,7.45
alface,42.1,25.0,1052.23,20.61
pimentão,178.27,21.53,3838.55,5.29
pimentão,193.05,11.09,2140.3,7.2
soja,104.26,20.0,2085.28,16.54
milho,70.5,15.84,1116.88,2.95
pimentão,2.8,9.56,26.76,7.87
trigo,145.85,20.16,2940.38,17.84
arroz,97.7,22.53,2201.4,11.67
batata,116.37,14.33,1668.21,13.07
melão,188.2,13.44,2529.07,2.71
arroz,22.53,11.07,249.47,7.97
abobrinha,188.23,12.56,2363.85,11.6
pimentão,137.81,7.36,1014.71,5.92
arroz,72.47,15.24,1104.48,9.74
pimentão,145.91,21.6,3151.22,6.87
pimentão,183.07,8.05,1474.41,4.02
pimentão,158.02,5.98,944.88,4.95
tomate,154.47,20.9,3228.62,6.04
trigo,124.64,20.59,2566.8,13.92
abobrinha,145.14,12.11,1757.42,6.38
melancia,127.68,12.61,1610.27,5.69
cenoura,184.09,10.76,1980.91,4.21
trigo,70.02,15.88,1112.28,14.85
feijão,139.23,14.42,2007.9,10.28
abacaxi,11.58,14.07,162.85,3.27
pimentão,35.17,7.93,279.06,4.68
morango,112.09,22.13,2481.12,21.05
pimentão,182.61,23.11,4220.55,18.44
feijão,94.01,15.23,1431.26,4.44
abobrinha,20.41,15.38,313.89,5.4
milho,14.53,21.46,311.96,16.79
pimentão,151.65,13.95,2114.97,7.63
milho,77.44,24.83,1922.58,5.12
abacaxi,142.63,7.42,1058.89,4.18
abobrinha,104.73,21.57,2259.32,9.82
pimentão,147.63,17.06,2517.96,9.52
pimentão,54.69,24.91,1362.38,10.51
pimentão,92.66,11.57,1072.14,5.91
pimentão,114.07,10.08,1150.15,6.92
feijão,148.91,24.61,3665.15,22.99
batata,173.83,18.9,3285.57,12.23
soja,164.81,11.47,1890.1,6.93
abacaxi,149.24,19.09,2848.2,15.42
arroz,120.39,8.35,1005.3,6.89
feijão,195.33,13.31,2599.14,11.55
cenoura,140.02,11.14,1559.76,2.86
alface,118.08,11.99,1416.26,6.31
pimentão,157.43,21.97,3458.35,15.43
arroz,13.93,10.53,146.65,6.9
morango,155.56,18.27,2841.73,9.32
abacaxi,135.23,21.77,2944.71,19.98
cenoura,138.68,22.06,3059.88,10.22
abacaxi,41.59,24.65,1025.13,4.17
batata,61.74,10.05,620.8,2.41
morango,21.28,18.3,389.32,2.93
alface,172.58,15.63,2696.83,8.48
milho,133.45,13.18,1758.81,7.27
batata,73.54,19.72,1450.0,7.35
batata,28.07,11.8,331.25,5.79
tomate,111.3,22.44,2497.05,10.7
melancia,157.44,5.58,878.73,2.25
abacaxi,77.0,19.68,1515.01,2.45
soja,73.33,17.97,1317.93,13.75
pimentão,167.61,15.35,2573.09,2.15
melancia,92.37,20.27,1872.55,11.17
tomate,104.12,16.06,1671.81,10.68
arroz,147.5,9.47,1396.75,5.0
abobrinha,173.72,19.03,3305.23,6.21
morango,80.36,9.91,796.14,3.27
milho,114.82,9.65,1107.56,3.64
morango,15.93,6.94,110.66,3.03
arroz,18.8,23.57,443.16,16.49
trigo,160.67,19.72,3167.82,15.25
arroz,86.59,22.26,1927.26,18.1
melancia,23.84,23.19,552.85,14.26
trigo,70.42,11.67,821.5,7.87
batata,142.18,21.85,3106.72,20.79
abacaxi,177.82,24.04,4274.92,22.93
trigo,180.55,13.97,2521.71,2.38
tomate,39.38,6.46,254.61,5.48
feijão,199.77,22.39,4472.23,2.91
trigo,171.87,23.36,4015.48,10.95
feijão,58.16,14.09,819.25,9.37
pimentão,74.11,21.79,1614.85,16.06
trigo,101.98,11.76,1199.75,4.24
pimentão,9.41,12.01,113.0,4.78
melancia,53.26,6.13,326.66,3.87
pimentão,120.47,23.58,2840.36,16.94
cenoura,191.5,5.47,1047.35,3.64
abobrinha,164.53,17.56,2889.78,16.66
abobrinha,176.98,11.46,2027.4,7.78
pimentão,72.34,22.75,1645.61,15.06
pimentão,42.0,21.64,908.93,19.11
morango,131.18,14.29,1874.39,4.93
alface,159.71,16.24,2592.92,3.66
milho,174.64,5.43,947.98,4.64
morango,150.53,7.67,1154.26,6.04
tomate,2.1,10.44,21.89,7.3
arroz,1.06,7.97,8.48,4.85
cenoura,75.08,13.16,988.38,10.84
batata,105.71,16.73,1768.41,8.55
arroz,195.5,20.99,4103.02,12.86
batata,148.21,24.68,3658.12,7.97
soja,128.28,11.64,1493.46,7.06
cenoura,98.9,9.89,978.47,8.96
tomate,130.12,15.28,1987.72,10.68
trigo,82.07,19.59,1608.06,12.64
feijão,170.21,11.7,1991.34,9.39
trigo,142.91,17.66,2524.08,14.54
milho,35.19,5.04,177.22,4.02
abobrinha,70.96,14.26,1011.69,6.39
arroz,108.01,10.13,1094.36,6.85
milho,3.22,5.9,18.97,2.47
abacaxi,128.78,6.58,847.28,3.92
batata,14.98,15.87,237.73,3.94
arroz,198.28,9.44,1872.4,4.75
tomate,154.62,18.63,2880.88,6.7
melancia,148.21,15.49,2295.33,2.22
abobrinha,141.24,11.1,1567.15,3.84
soja,77.48,19.37,1500.98,14.27
pimentão,171.27,9.25,1583.68,5.29
tomate,195.0,18.34,3575.85,4.58
batata,155.89,14.18,2210.46,2.41
abacaxi,35.4,20.35,720.29,18.99
arroz,2.24,11.83,26.45,2.7
abacaxi,4.1,18.59,76.29,10.99
abacaxi,137.44,20.83,2862.19,3.97
abacaxi,72.98,10.62,775.42,9.72
tomate,164.31,8.06,1324.33,5.06
abobrinha,154.25,20.6,3177.21,18.46
morango,18.55,15.52,287.75,10.3
alface,181.31,17.18,3114.72,5.95
milho,141.2,16.12,2276.42,13.54
alface,144.47,24.81,3585.1,13.66
trigo,155.53,5.46,848.53,4.2
melancia,100.57,20.23,2034.32,14.02
abobrinha,163.51,22.51,3680.02,14.21
morango,54.74,17.38,951.29,16.54
feijão,153.36,13.53,2074.42,11.11
feijão,158.97,23.79,3782.21,16.84
morango,163.35,12.7,2075.17,4.6
morango,59.36,16.12,957.18,9.69
tomate,54.9,6.38,350.16,3.13
abobrinha,94.18,14.04,1321.87,4.97
milho,43.82,14.13,619.12,7.05
feijão,27.22,21.28,579.15,18.21
batata,26.47,22.29,590.05,20.5
feijão,8.64,16.03,138.54,5.94
soja,44.78,15.55,696.37,4.79
arroz,90.21,10.57,953.65,7.92
pimentão,80.75,9.74,786.27,3.02
pimentão,1.31,8.53,11.15,6.84
feijão,168.88,11.86,2002.46,11.12
feijão,175.0,6.69,1170.19,4.44
pimentão,154.76,13.22,2045.39,10.19
cenoura,53.52,10.57,565.77,7.96
melão,141.08,23.33,3291.14,16.77
soja,47.59,24.42,1162.0,8.14
tomate,181.1,14.79,2678.8,2.01
cenoura,39.5,11.37,448.92,6.81
milho,14.25,16.28,232.04,13.67
alface,165.1,14.36,2370.14,13.0
morango,20.98,24.66,517.18,3.28
abobrinha,158.08,20.41,3225.82,3.35
soja,125.56,17.72,2224.26,11.48
tomate,41.94,15.79,662.26,8.62
abobrinha,194.49,13.84,2692.02,5.88
pimentão,98.81,9.57,945.33,2.64
abacaxi,32.55,12.29,400.12,6.27
abacaxi,178.68,13.9,2483.88,11.49
milho,94.05,7.08,666.19,2.47
soja,120.3,6.52,784.61,2.94
trigo,161.25,24.88,4011.62,16.92
cenoura,118.31,10.64,1258.42,4.4
trigo,152.47,19.83,3022.84,11.46
soja,122.12,7.61,929.68,6.28
abobrinha,138.98,16.14,2242.85,3.18
feijão,116.72,15.54,1814.01,12.54
morango,96.56,21.44,2070.32,2.07
tomate,191.87,11.98,2299.12,2.83
batata,17.88,19.4,346.9,10.87
abobrinha,4.45,8.74,38.88,5.7
abacaxi,183.56,19.09,3504.86,11.82
soja,31.33,10.33,323.74,5.19
cenoura,146.27,7.7,1125.58,3.55
tomate,136.59,6.89,941.63,4.22
arroz,197.77,15.66,3096.5,13.59
abacaxi,118.39,7.73,915.48,2.53
abobrinha,139.34,7.53,1049.49,4.21
morango,159.74,5.77,921.98,4.46
abobrinha,54.36,17.26,938.13,15.57
melão,31.2,20.99,654.74,20.18
melão,128.57,15.97,2052.94,8.92
abacaxi,57.65,15.36,885.25,9.78
trigo,197.01,7.92,1561.1,5.94
melão,54.72,20.44,1118.46,13.67
melancia,53.76,9.0,483.8,4.49
alface,60.45,12.95,782.97,6.13
milho,185.78,18.37,3412.15,2.31
alface,185.71,9.65,1792.36,8.42
batata,199.34,15.26,3042.39,12.58
soja,192.21,12.02,2310.39,7.4
soja,74.59,13.94,1039.5,6.42
batata,99.44,16.83,1673.2,11.01
cenoura,46.3,11.11,514.51,3.76
milho,179.32,19.06,3418.29,16.13
melão,147.88,9.03,1336.02,6.43
arroz,111.8,15.1,1688.0,6.47
abacaxi,142.53,9.47,1350.19,3.59
batata,67.8,23.77,1611.6,3.67
batata,90.86,16.38,1487.98,2.75
milho,118.96,5.1,606.65,4.34
melancia,79.18,20.96,1659.62,11.26
abobrinha,118.41,11.16,1321.44,3.57
abacaxi,165.41,8.22,1360.32,3.86
cenoura,12.39,20.46,253.5,18.84
batata,11.22,19.57,219.49,6.27
cenoura,106.1,20.58,2183.26,13.23
arroz,108.52,14.04,1524.06,9.26
milho,158.26,23.27,3682.82,16.92
alface,58.7,10.45,613.59,4.46
batata,192.33,14.92,2868.54,6.11
trigo,24.05,10.98,264.14,8.5
abobrinha,143.27,13.95,1998.57,3.9
soja,27.93,10.3,287.62,6.02
trigo,12.01,15.27,183.3,4.87
arroz,80.74,13.45,1085.81,5.07
batata,101.98,18.38,1874.54,16.65
trigo,149.49,5.15,770.55,3.14
abacaxi,52.08,8.54,444.91,7.69
soja,127.04,6.41,814.79,4.95
melancia,99.93,15.41,1539.89,2.01
batata,115.64,11.57,1338.49,7.43
melão,11.61,22.06,256.14,20.38
tomate,104.21,6.81,709.4,4.24
melão,193.01,8.47,1634.29,2.08
morango,41.35,24.68,1020.55,22.62
abobrinha,95.8,5.51,528.02,2.84
abacaxi,145.05,18.52,2686.4,9.58
milho,175.15,23.02,4031.13,9.04
abobrinha,52.35,12.93,677.02,8.62
milho,171.07,22.63,3872.21,2.68
melão,126.59,23.16,2931.25,22.14
trigo,116.7,14.23,1660.88,9.23
tomate,171.32,24.49,4196.1,14.65
arroz,106.03,18.1,1919.43,2.54
feijão,121.96,14.17,1727.87,3.62
batata,15.63,23.47,366.95,18.4
alface,10.69,24.49,261.83,9.15
soja,126.41,8.26,1043.99,5.36
abacaxi,41.16,14.77,607.88,10.85
tomate,66.71,18.83,1256.19,17.77
abobrinha,112.77,21.41,2414.56,12.12
abacaxi,148.41,16.78,2490.07,2.92
alface,153.06,24.51,3751.07,8.01
abobrinha,62.99,12.63,795.77,9.9
feijão,27.77,7.06,196.21,2.32
tomate,108.99,19.36,2110.39,10.79
milho,32.58,11.31,368.56,6.55
pimentão,151.58,13.44,2036.75,3.11
batata,9.02,10.52,94.83,7.52
milho,14.91,7.76,115.63,4.0
batata,20.61,17.86,368.14,8.06
milho,52.4,6.13,320.99,3.13
melão,111.82,5.53,617.83,2.04
melão,18.14,11.44,207.41,6.81
melancia,18.18,23.5,427.19,3.08
pimentão,30.47,7.03,214.31,3.14
abacaxi,51.7,23.71,1225.88,15.35
tomate,38.25,23.4,894.95,5.32
abacaxi,49.44,21.45,1060.39,14.07
morango,186.99,20.59,3849.23,19.36
batata,19.17,9.82,188.17,6.49
batata,182.82,6.86,1253.56,2.34
cenoura,114.31,7.5,856.85,4.63
arroz,43.36,14.34,621.74,4.26
milho,185.52,23.35,4331.42,7.07
batata,76.54,14.78,1131.34,6.53
cenoura,165.08,12.93,2133.89,10.44
soja,191.25,9.0,1721.03,6.07
soja,192.72,13.68,2637.32,2.91
tomate,73.99,24.76,1831.8,14.31
soja,14.55,5.08,73.94,2.19
trigo,144.85,23.9,3461.6,8.99
arroz,61.89,19.92,1232.53,3.33
cenoura,18.04,11.54,208.2,8.16
melão,54.75,15.45,846.12,13.56
cenoura,194.02,16.64,3228.07,12.9
abobrinha,72.45,16.99,1231.16,13.58
melancia,73.73,21.87,1612.43,13.62
alface,66.84,5.8,387.67,2.93
abacaxi,146.2,8.01,1170.63,5.43
alface,151.45,17.09,2588.63,4.03
arroz,180.8,22.19,4012.4,16.12
soja,141.82,5.34,757.5,2.61
melancia,29.9,18.85,563.56,9.63
morango,45.33,8.28,375.37,6.42
feijão,26.91,24.62,662.52,7.02
abacaxi,166.85,19.27,3214.76,2.75
melão,156.05,12.62,1968.65,4.83
milho,162.07,22.77,3691.06,18.68
trigo,147.87,11.14,1647.71,2.76
abacaxi,179.09,15.52,2778.9,14.92
feijão,45.71,24.95,1140.57,20.2
morango,197.63,6.19,1223.72,3.69
batata,79.99,15.11,1208.56,12.45
cenoura,79.42,12.37,982.25,4.6
melancia,143.18,12.7,1817.8,9.36
pimentão,96.21,22.25,2140.65,6.38
melão,150.95,5.75,867.97,3.88
abacaxi,188.67,23.97,4521.57,8.43
abacaxi,56.05,14.5,812.46,7.94
pimentão,162.58,22.59,3671.94,15.63
alface,157.64,12.45,1963.04,11.8
abacaxi,116.05,14.05,1630.55,3.76
morango,131.27,7.76,1018.91,2.15
cenoura,64.29,19.49,1252.94,14.48
arroz,181.0,8.34,1509.28,7.18
trigo,27.19,11.5,312.84,2.04
batata,62.88,22.57,1419.4,4.49
trigo,10.27,20.06,205.99,19.03
alface,106.26,18.4,1955.64,5.46
alface,23.15,22.05,510.34,21.43
cenoura,48.82,13.73,670.26,8.2
alface,3.65,21.64,79.05,11.21
pimentão,151.83,9.05,1374.5,4.11
abobrinha,192.29,22.56,4338.06,19.54
abacaxi,105.77,15.94,1685.9,12.2
morango,178.93,22.02,3940.79,20.11
soja,125.61,16.94,2128.01,8.03
feijão,10.65,18.37,195.61,2.08
abobrinha,1.28,14.84,19.01,6.63
abacaxi,120.38,18.38,2213.16,8.52
morango,119.18,6.89,821.38,3.06
alface,129.66,20.79,2695.72,11.47
soja,14.93,17.65,263.45,15.91
batata,117.11,15.91,1863.04,11.1
morango,119.35,17.0,2028.89,16.06
trigo,14.23,21.92,311.77,5.09
tomate,80.69,15.34,1237.75,12.83
alface,101.18,11.26,1139.23,4.53
batata,39.69,13.68,543.14,7.3
tomate,103.43,15.45,1598.34,13.51
abacaxi,162.59,16.93,2753.4,5.24
batata,75.25,8.19,616.52,7.32
pimentão,160.65,6.47,1038.77,5.23
soja,65.65,8.39,550.61,2.59
batata,82.7,12.2,1008.9,3.5
melão,130.76,19.19,2508.8,5.67
feijão,129.62,19.4,2515.29,4.16
feijão,102.29,21.49,2197.78,11.88
trigo,151.8,6.53,991.68,4.99
feijão,133.43,20.57,2745.25,17.37
cenoura,80.91,9.09,735.78,6.52
morango,72.24,19.86,1434.69,8.3
batata,57.74,11.8,681.37,4.46
trigo,88.7,10.12,897.89,2.45
tomate,35.67,8.88,316.61,6.94
milho,59.55,18.87,1123.89,2.67
soja,79.74,11.62,926.47,3.37
milho,96.31,21.39,2060.0,10.53
tomate,5.04,6.88,34.68,2.39
milho,67.31,22.88,1539.98,11.63
arroz,109.49,12.47,1364.93,2.34
tomate,199.96,11.09,2217.16,8.54
melão,167.12,16.81,2808.76,5.6
abacaxi,7.52,23.31,175.28,8.74
melão,93.5,24.59,2298.73,2.92
feijão,186.8,14.16,2645.43,3.0
abobrinha,147.37,9.21,1357.65,3.63
morango,25.92,11.28,292.41,3.98
abacaxi,140.83,13.28,1869.85,10.43
abobrinha,6.97,6.53,45.54,2.71
melão,10.0,11.25,112.51,5.77
alface,85.77,23.2,1989.79,14.91
melão,26.62,11.93,317.55,5.15
morango,31.98,18.78,600.52,17.14
melancia,77.73,5.07,394.04,2.25
melão,15.97,8.97,143.22,2.09
feijão,170.45,22.82,3889.56,4.39
abacaxi,20.69,18.18,376.24,9.84
batata,84.32,24.03,2026.06,11.47
trigo,194.01,19.88,3857.84,13.87
melão,148.62,5.85,869.76,4.68
feijão,153.74,22.79,3502.93,18.23
morango,96.76,9.4,909.54,4.51
batata,4.0,6.66,26.63,4.67
milho,56.71,24.57,1393.15,2.2
soja,194.68,17.1,3328.18,7.14
cenoura,170.51,17.48,2980.03,11.75
feijão,58.05,6.22,361.34,3.06
morango,140.79,6.31,888.39,5.2
pimentão,181.17,16.07,2911.51,6.76
morango,7.97,21.75,173.27,11.64
milho,187.56,22.29,4180.69,14.51
abobrinha,8.65,22.71,196.41,6.73
pimentão,30.75,5.12,157.33,2.97
abobrinha,193.98,21.77,4222.34,4.12
soja,8.37,6.82,57.04,6.12
abobrinha,53.87,24.91,1341.88,20.16
alface,85.41,8.03,685.84,7.41
cenoura,132.65,20.48,2716.95,12.32
batata,3.26,19.33,63.06,16.09
alface,171.93,10.45,1796.03,5.74
batata,195.97,21.94,4298.81,8.02
cenoura,183.15,17.48,3201.47,2.28
morango,135.15,23.31,3150.82,18.61
abacaxi,83.24,15.65,1303.04,4.46
tomate,149.96,6.76,1014.39,2.63
cenoura,186.93,11.48,2146.12,5.05
arroz,190.81,23.84,4549.3,3.97
melancia,141.27,15.72,2220.15,6.17
batata,190.32,15.0,2854.29,7.25
abobrinha,165.82,7.11,1179.69,5.68
melão,65.75,11.35,746.58,8.79
tomate,188.67,17.05,3216.93,6.68
trigo,144.08,15.38,2215.87,12.68
morango,19.89,23.3,463.29,13.25
alface,95.02,21.07,2001.65,4.19
milho,89.53,21.41,1916.9,20.35
soja,158.69,22.06,3500.92,14.97
feijão,56.82,23.22,1319.29,19.49
melancia,8.93,6.86,61.29,5.34
melão,104.59,6.82,713.48,2.49
arroz,115.52,21.1,2437.33,9.76
cenoura,110.08,24.57,2704.04,21.75
morango,192.4,18.03,3469.56,3.2
batata,31.92,13.65,435.68,12.38
batata,78.39,22.43,1758.21,2.76
trigo,17.32,22.9,396.49,4.8
pimentão,3.83,24.46,93.62,2.03
pimentão,164.95,21.45,3538.72,16.53
milho,189.96,5.47,1039.3,2.07
abacaxi,42.45,12.67,537.71,4.15
trigo,151.22,15.35,2321.78,9.57
milho,8.33,24.16,201.3,7.56
melancia,154.03,15.39,2370.49,9.4
melancia,77.35,20.08,1553.14,13.47
pimentão,144.41,13.04,1883.07,7.62
alface,175.99,20.62,3628.06,20.02
feijão,15.7,24.4,382.91,16.62
cenoura,62.16,11.13,691.92,5.06
melão,7.3,7.29,53.19,2.06
melancia,105.95,12.68,1343.59,3.05
soja,75.95,16.57,1258.37,11.68
trigo,157.02,20.42,3205.8,13.97
alface,92.8,18.27,1695.74,15.77
trigo,91.64,24.34,2230.28,12.24
abacaxi,77.02,22.13,1704.33,10.77
arroz,159.77,15.2,2428.48,11.2
abobrinha,28.17,14.66,413.04,11.38
melancia,99.12,5.73,567.9,5.04
feijão,81.3,14.77,1201.1,12.6
abobrinha,90.0,10.05,904.3,7.45
batata,199.15,23.18,4615.76,18.64
alface,36.99,6.2,229.35,4.96
feijão,137.89,6.37,878.44,2.4
cenoura,143.21,13.07,1872.14,6.55
abacaxi,104.22,5.16,538.31,2.11
arroz,151.7,6.81,1033.86,2.29
batata,145.44,20.64,3001.4,15.93
cenoura,134.99,6.37,860.03,3.37
abobrinha,166.91,22.38,3735.47,14.24
soja,69.55,24.4,1696.62,14.91
abobrinha,48.01,18.19,873.22,2.16
cenoura,181.85,24.5,4454.8,16.53
arroz,75.53,18.48,1395.89,6.14
cenoura,180.46,20.71,3736.71,4.02
tomate,4.04,5.45,22.01,3.07
pimentão,166.28,11.02,1831.93,9.86
morango,114.49,7.79,891.99,3.64
alface,143.72,11.82,1698.66,2.76
batata,96.53,16.71,1613.44,2.68
arroz,90.37,11.3,1021.33,6.81
melancia,61.54,19.94,1227.35,16.51
alface,136.13,8.29,1128.48,2.01
melancia,109.75,5.32,584.29,2.87
melancia,97.63,14.1,1376.98,2.07
batata,110.25,9.97,1099.73,7.33
batata,165.1,21.18,3496.96,10.15
abacaxi,143.49,22.76,3266.46,14.85
feijão,117.66,6.06,713.55,5.31
tomate,112.41,7.64,858.93,2.58
cenoura,173.6,22.85,3966.14,7.3
trigo,54.23,13.67,741.26,4.96
batata,125.17,18.28,2288.24,10.11
morango,47.24,16.4,774.6,13.99
soja,19.08,23.28,444.38,21.13
soja,138.99,5.65,784.99,2.51
melão,152.57,22.34,3408.97,12.94
arroz,131.15,19.51,2559.31,8.6
abobrinha,18.23,21.06,383.95,12.49
arroz,158.97,23.69,3765.78,12.59
milho,147.23,24.45,3599.2,12.9
milho,83.48,17.72,1479.41,6.0
morango,30.22,16.23,490.41,7.04
trigo,135.87,14.68,1994.56,4.96
milho,194.71,11.66,2269.39,5.82
tomate,127.9,19.4,2481.48,13.44
melão,81.25,19.05,1548.11,15.19
soja,194.11,7.56,1467.59,4.66
milho,113.4,22.37,2536.81,6.68
cenoura,129.87,11.27,1463.52,5.89
batata,22.95,16.44,377.28,3.48
tomate,134.26,12.43,1668.92,3.43
tomate,83.81,16.64,1394.41,6.67
cenoura,89.24,13.6,1214.0,2.32
alface,184.76,7.57,1399.11,6.12
trigo,9.03,5.5,49.63,4.09
soja,146.88,12.19,1790.15,10.37
abobrinha,90.53,6.53,590.9,5.99
pimentão,22.03,12.82,282.44,6.79
arroz,70.25,14.63,1027.94,9.22
batata,68.5,21.02,1439.54,5.64
soja,105.83,6.15,650.7,5.22
tomate,169.53,17.55,2975.97,4.0
abobrinha,101.29,20.93,2120.51,7.25
alface,74.73,22.39,1672.95,17.0
abobrinha,180.93,19.68,3561.57,8.42
soja,111.85,17.84,1995.84,3.32
pimentão,38.88,5.9,229.3,2.32
arroz,97.62,18.85,1839.96,2.33
milho,187.19,20.06,3755.61,16.19
abobrinha,13.62,6.89,93.84,6.11
melão,78.79,10.9,858.76,2.97
soja,42.4,18.16,769.87,15.65
trigo,187.35,19.11,3580.31,10.49
batata,59.06,20.25,1196.14,16.41
alface,13.78,11.74,161.88,3.13
feijão,104.04,8.54,888.41,5.01
cenoura,39.53,23.71,937.15,13.55
abobrinha,2.97,17.59,52.23,4.57
batata,188.66,12.26,2313.65,3.92
arroz,144.85,21.16,3065.66,19.97
pimentão,154.21,11.44,1763.77,2.6
pimentão,87.7,24.6,2157.39,19.26
trigo,141.12,23.14,3266.06,17.31
feijão,104.23,7.79,811.67,2.15
abobrinha,196.62,5.67,1114.35,3.44
morango,128.38,10.41,1335.95,9.12
cenoura,82.65,22.68,1874.1,6.69
trigo,12.33,14.49,178.61,5.43
melancia,98.23,19.83,1947.75,9.44
cenoura,84.92,11.54,979.82,6.94
batata,32.91,15.92,524.04,8.06
alface,19.06,12.97,247.29,2.56
melão,27.89,5.06,141.13,2.57
batata,13.66,11.99,163.79,10.55
pimentão,193.06,23.47,4530.2,21.93
cenoura,199.73,17.16,3428.41,9.26
feijão,120.13,19.19,2304.73,9.32
cenoura,1.21,15.17,18.3,4.66
feijão,141.01,8.4,1184.48,4.74
trigo,190.12,19.14,3638.36,7.13
pimentão,165.34,14.99,2478.01,3.36
feijão,182.3,16.99,3097.92,2.23
melão,45.93,18.91,868.56,8.38
morango,86.71,15.34,1329.64,13.51
abobrinha,29.62,15.59,461.84,2.54
cenoura,78.6,17.79,1398.2,8.35
trigo,109.34,19.04,2081.66,12.18
cenoura,146.34,23.95,3504.95,14.22
alface,168.64,16.33,2753.75,11.04
milho,88.41,13.56,1198.56,3.33
melão,43.83,5.6,245.44,4.75
alface,31.79,18.23,579.51,16.3
milho,110.56,24.0,2653.96,3.39
abobrinha,106.75,10.78,1150.7,9.37
pimentão,84.3,8.84,745.41,3.68
milho,58.12,16.79,976.11,9.97
feijão,11.2,8.78,98.3,2.86
arroz,105.12,8.17,859.24,2.93
melancia,136.52,16.3,2224.91,7.12
arroz,185.91,14.53,2700.52,11.22
milho,16.25,20.12,327.02,11.53
melancia,192.34,12.38,2381.77,7.28
soja,108.15,12.66,1369.04,9.61
abobrinha,189.73,24.1,4572.83,15.54
soja,26.85,7.54,202.52,5.48
melão,80.0,17.71,1416.69,2.37
soja,44.86,10.54,472.88,3.66
batata,56.97,8.84,503.66,5.69
trigo,6.69,19.77,132.27,9.54
alface,195.95,16.58,3248.22,8.7
alface,41.18,7.55,310.84,2.42
arroz,159.86,18.59,2971.27,11.53
melancia,101.56,14.71,1494.07,11.06
melão,136.8,20.69,2829.95,2.53
arroz,19.0,9.77,185.67,6.59
soja,151.4,9.28,1404.3,7.38
abobrinha,157.33,9.01,1417.69,3.38
cenoura,129.33,17.68,2286.49,4.2
morango,188.97,9.75,1842.67,5.62
abobrinha,21.11,18.88,398.39,3.78
pimentão,154.16,8.96,1381.28,6.86
cenoura,57.68,7.62,439.43,4.28
alface,134.97,21.44,2893.11,18.88
milho,127.53,11.89,1516.56,3.31
abacaxi,167.93,8.93,1498.83,7.98
melancia,118.88,15.53,1846.5,13.45
milho,6.45,18.68,120.5,4.6
abobrinha,175.56,15.34,2692.72,3.12
cenoura,197.96,10.91,2160.01,4.92
melancia,71.25,12.55,894.51,10.08
milho,192.69,21.79,4198.2,17.44
feijão,51.99,10.35,537.94,8.62
arroz,1.99,12.04,23.89,8.76
trigo,141.95,23.89,3392.01,4.41
abobrinha,45.14,23.89,1078.45,4.95
morango,85.39,18.3,1562.38,10.46
trigo,107.37,21.45,2303.05,3.34
melão,167.4,19.7,3298.39,15.4
milho,28.74,9.3,267.33,5.25
melancia,164.89,22.92,3779.8,8.46
